"","No.","Time","Source","Destination","Protocol","Length","Info","hostname","last_registration_req_at","platform","health","last_config_fetch_at","total_flows","cpu_load","current_sw_version","vrf_id","created_at","enable_pid_lookup"
"6707",1542,29.520307,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=120437 Ack=679 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6708",1543,29.520308,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=121897 Ack=679 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6709",1544,29.520309,"65.54.95.75","192.168.3.131","HTTP/XML",921,"HTTP/1.1 200 OK ","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6710",1663,30.069111,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=124224 Ack=1355 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6711",1664,30.069112,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [PSH, ACK] Seq=125684 Ack=1355 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6712",1666,30.069889,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=127144 Ack=1355 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6713",1667,30.06989,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=128604 Ack=1355 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6714",1669,30.070653,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=130064 Ack=1355 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6715",1670,30.070654,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=131524 Ack=1355 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6716",1672,30.071423,"65.54.95.75","192.168.3.131","TCP",1454,"80  >  56064 [PSH, ACK] Seq=132984 Ack=1355 Win=100736 Len=1400 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6717",1673,30.071425,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=134384 Ack=1355 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6718",1675,30.0722,"65.54.95.75","192.168.3.131","TCP",1490,"80  >  56064 [PSH, ACK] Seq=135844 Ack=1355 Win=100736 Len=1436 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6719",1676,30.072973,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=137280 Ack=1355 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6720",1678,30.074476,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=138740 Ack=1355 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6721",1679,30.074477,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=140200 Ack=1355 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6722",1681,30.075236,"65.54.95.75","192.168.3.131","TCP",1466,"80  >  56064 [PSH, ACK] Seq=141660 Ack=1355 Win=100736 Len=1412 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6723",1682,30.075236,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=143072 Ack=1355 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6724",1684,30.075995,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=144532 Ack=1355 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6725",1685,30.076741,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=145992 Ack=1355 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6726",1686,30.076742,"65.54.95.75","192.168.3.131","TCP",1466,"80  >  56064 [PSH, ACK] Seq=147452 Ack=1355 Win=100736 Len=1412 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6727",1689,30.079904,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=148864 Ack=1355 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6728",1691,30.080649,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=150324 Ack=1355 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6729",1695,30.082384,"65.54.95.75","192.168.3.131","TCP",1478,"80  >  56064 [PSH, ACK] Seq=151784 Ack=1355 Win=100736 Len=1424 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6730",1698,30.083882,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56064 [ACK] Seq=153208 Ack=1355 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6731",1699,30.083884,"65.54.95.75","192.168.3.131","TCP",1490,"80  >  56064 [PSH, ACK] Seq=154668 Ack=1355 Win=100736 Len=1436 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6732",1701,30.084639,"65.54.95.75","192.168.3.131","TCP",1502,"80  >  56064 [PSH, ACK] Seq=156104 Ack=1355 Win=100736 Len=1448 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6733",1702,30.084641,"65.54.95.75","192.168.3.131","HTTP/XML",1468,"HTTP/1.1 200 OK ","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6734",1712,30.087668,"65.54.95.75","192.168.3.131","TCP",66,"80  >  56066 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=16 SACK_PERM=1","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6735",1766,30.111915,"65.54.95.75","192.168.3.131","TCP",60,"[TCP Window Update] 80  >  56066 [ACK] Seq=1 Ack=1 Win=100736 Len=0","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6736",1769,30.121955,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56066 [ACK] Seq=1 Ack=638 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6737",1770,30.121958,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56066 [ACK] Seq=1461 Ack=638 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6738",1772,30.13337,"65.54.95.75","192.168.3.131","TCP",66,"80  >  56067 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=16 SACK_PERM=1","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6739",1775,30.13811,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56066 [ACK] Seq=2921 Ack=638 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6740",1776,30.13887,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56066 [ACK] Seq=4381 Ack=638 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6741",1778,30.139626,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56066 [ACK] Seq=5841 Ack=638 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6742",1779,30.139629,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56066 [ACK] Seq=7301 Ack=638 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6743",1781,30.140399,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56066 [ACK] Seq=8761 Ack=638 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6744",1782,30.14115,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56066 [ACK] Seq=10221 Ack=638 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6745",1784,30.14191,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56066 [ACK] Seq=11681 Ack=638 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6746",1785,30.141912,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56066 [ACK] Seq=13141 Ack=638 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6747",1788,30.145611,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56066 [ACK] Seq=14601 Ack=638 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6748",1790,30.14638,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56066 [ACK] Seq=16061 Ack=638 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6749",1791,30.146381,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56066 [ACK] Seq=17521 Ack=638 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6750",1793,30.147142,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56066 [ACK] Seq=18981 Ack=638 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6751",1794,30.148087,"65.54.95.75","192.168.3.131","TCP",60,"[TCP Window Update] 80  >  56067 [ACK] Seq=1 Ack=1 Win=100736 Len=0","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6752",1795,30.149732,"65.54.95.75","192.168.3.131","HTTP",848,"HTTP/1.1 200 OK  (JPEG JFIF image)","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6753",1801,30.164846,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56067 [ACK] Seq=1 Ack=661 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6754",1802,30.168092,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56067 [ACK] Seq=1461 Ack=661 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6755",1804,30.168857,"65.54.95.75","192.168.3.131","TCP",66,"80  >  56069 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=16 SACK_PERM=1","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6756",1808,30.181541,"65.54.95.75","192.168.3.131","HTTP",1228,"HTTP/1.1 200 OK  (JPEG JFIF image)","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6757",1809,30.182322,"65.54.95.75","192.168.3.131","TCP",60,"[TCP Window Update] 80  >  56069 [ACK] Seq=1 Ack=1 Win=100736 Len=0","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6758",1810,30.191131,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56069 [ACK] Seq=1 Ack=661 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6759",1811,30.191912,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56069 [ACK] Seq=1461 Ack=661 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6760",1816,30.205329,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56069 [ACK] Seq=2921 Ack=661 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6761",1817,30.206086,"65.54.95.75","192.168.3.131","HTTP",1186,"HTTP/1.1 200 OK  (JPEG JFIF image)","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6762",1834,30.294538,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56069 [ACK] Seq=5513 Ack=1296 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6763",1835,30.295323,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56069 [ACK] Seq=6973 Ack=1296 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6764",1836,30.295324,"65.54.95.75","192.168.3.131","HTTP",254,"HTTP/1.1 200 OK  (JPEG JFIF image)","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6765",1874,30.373506,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56067 [ACK] Seq=4095 Ack=1296 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6766",1875,30.374301,"65.54.95.75","192.168.3.131","HTTP",883,"HTTP/1.1 200 OK  (JPEG JFIF image)","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6767",1881,30.438497,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56069 [ACK] Seq=8633 Ack=1931 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6768",1882,30.439318,"65.54.95.75","192.168.3.131","HTTP",1180,"HTTP/1.1 200 OK  (JPEG JFIF image)","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6769",1885,30.517963,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56067 [ACK] Seq=6384 Ack=1931 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6770",1886,30.518833,"65.54.95.75","192.168.3.131","HTTP",937,"HTTP/1.1 200 OK  (JPEG JFIF image)","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6771",1895,30.679089,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56067 [ACK] Seq=8727 Ack=2566 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6772",1896,30.679091,"65.54.95.75","192.168.3.131","HTTP",1104,"HTTP/1.1 200 OK  (JPEG JFIF image)","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6773",1900,30.765531,"65.54.95.75","192.168.3.131","TCP",66,"80  >  56073 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=16 SACK_PERM=1","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6774",1903,30.777713,"65.54.95.75","192.168.3.131","TCP",60,"[TCP Window Update] 80  >  56073 [ACK] Seq=1 Ack=1 Win=100736 Len=0","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6775",1906,30.801994,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56073 [ACK] Seq=1 Ack=636 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6776",1907,30.802768,"65.54.95.75","192.168.3.131","HTTP",991,"HTTP/1.1 200 OK  (JPEG JFIF image)","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6777",1910,30.873241,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56067 [ACK] Seq=11237 Ack=3201 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6778",1911,30.874065,"65.54.95.75","192.168.3.131","HTTP",960,"HTTP/1.1 200 OK  (JPEG JFIF image)","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6779",1936,30.938444,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56067 [ACK] Seq=13603 Ack=3836 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6780",1937,30.939311,"65.54.95.75","192.168.3.131","HTTP",939,"HTTP/1.1 200 OK  (JPEG JFIF image)","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6781",1940,31.060358,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56067 [ACK] Seq=15948 Ack=4471 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6782",1941,31.061169,"65.54.95.75","192.168.3.131","HTTP",824,"HTTP/1.1 200 OK  (JPEG JFIF image)","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6783",1948,31.214033,"65.54.95.75","192.168.3.131","TCP",60,"80  >  56073 [ACK] Seq=2398 Ack=1271 Win=100736 Len=0","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6784",1970,32.601654,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56073 [ACK] Seq=2398 Ack=1271 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6785",1971,32.60245,"65.54.95.75","192.168.3.131","HTTP",829,"HTTP/1.1 200 OK  (JPEG JFIF image)","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6786",1974,32.709563,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56069 [ACK] Seq=11219 Ack=2567 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6787",1975,32.710341,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56069 [ACK] Seq=12679 Ack=2567 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6788",1976,32.710343,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56069 [ACK] Seq=14139 Ack=2567 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6789",1978,32.711134,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56069 [ACK] Seq=15599 Ack=2567 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6790",1979,32.712771,"65.54.95.75","192.168.3.131","HTTP",1386,"HTTP/1.1 200 OK  (JPEG JFIF image)","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6791",1982,32.781841,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56073 [ACK] Seq=4633 Ack=1907 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6792",1983,32.782809,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56073 [PSH, ACK] Seq=6093 Ack=1907 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6793",1985,32.783593,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56073 [ACK] Seq=7553 Ack=1907 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
"6794",1986,32.783594,"65.54.95.75","192.168.3.131","TCP",1514,"80  >  56073 [ACK] Seq=9013 Ack=1907 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","RCDNPN2014",1479319068,"RedHatEnterpriseServer-7.2","active",1479749002,7910,0.074870556,"1.103.1.6-1",1,1479319068,FALSE
